speakerID|speechID|date|num_order_within_file|file|line_start|line_end|page|char count|word count|state|name|chamber|district|party
109320|10920060007997|060503|28|Hcr03my06-129 1.txt|693|725|H1993-H1999|2158|384|NM|Heather Wilson|H|1|Republican
109044|10920060008162|060503|53|Hcr03my06-139 1.txt|1514|1529|H2032-H2057|945|178|CA|Zoe Lofgren|H|16|Democratic
109121|10920060008396|060503|30|Hcr03my06-193 1.txt|557|558|H2094-H2099|115|21|FL|Kendrick Meek|H|17|Democratic
109082|10920060009569|060511|10|Hcr11my06-67 1.txt|397|401|H2520-H2551|279|47|CA|Duncan Hunter|H|52|Republican
109116|10920060010158|060517|20|Hcr17my06-113 1.txt|500|520|H2691-H2701|1255|215|FL|Adam Putnam|H|12|Republican
109367|10920060010292|060517|16|Hcr17my06pt2-8 1.txt|1729|1729|H2714-H2753|39|6|NC|Melvin Watt|H|12|Democratic
109346|10920060010920|060518|18|Hcr18my06pt2-7 1.txt|298|299|H2835-H2872|65|13|NY|Maurice Hinchey|H|22|Democratic
109900|10920060011995|060523|139|Hcr23my06-109 1.txt|3288|3465|H3039-H3079|44|7|NA|Speaker|NA|NA|N/A
109007|10920060012648|060524|43|Hcr24my06-117 1.txt|800|813|H3167-H3190|908|159|AL|Artur Davis|H|7|Democratic
109424|10920060014261|060607|1|Hcr07jn06-64 1.txt|16|17|H3430|105|18|PA|Joe Pitts|H|16|Republican
109900|10920060018563|060620|409|Hcr20jn06-99 1.txt|12309|12310|H4253-H4313|62|11|NA|Speaker|NA|NA|N/A
109161|10920060019588|060627|1|Hcr27jn06-65 1.txt|18|27|H4563|603|103|IL|Danny Davis|H|7|Democratic
109297|10920060021257|060629|6|Hcr29jn06pt2-120 1.txt|56|60|H4799-H4808|99|16|NV|Jon Porter|H|3|Republican
109900|10920060021878|060710|1|Hcr10jy06-58 1.txt|16|19|H4930|178|30|NA|Speaker|NA|NA|N/A
109122|10920060023548|060718|5|Hcr18jy06-78 1.txt|68|94|H5331-H5332|1605|270|FL|Ileana Ros-Lehtinen|H|18|Republican
109254|10920060024439|060720|28|Hcr20jy06-53 1.txt|1531|1544|H5506-H5530|856|157|MI|Sander Levin|H|12|Democratic
109500|10920060025204|060725|17|Hcr25jy06-118 1.txt|4172|4173|H5705-H5731|62|12|VA|Robert Scott|H|3|Democratic
109900|10920060025251|060725|22|Hcr25jy06-119 1.txt|548|549|H5731-H5734|87|15|NA|Speaker|NA|NA|N/A
109900|10920060026898|060906|1|Hcr06se06-118 1.txt|17|35|H6246|31|4|NA|Speaker|NA|NA|N/A
109200|10920060027279|060907|75|Hcr07se06-116 1.txt|1459|1464|H6316-H6337|331|50|KY|Ed Whitfield|H|1|Republican
109900|10920060029328|060920|1|Hcr20se06-67 1.txt|12|14|H6786|73|10|NA|Speaker|NA|NA|N/A
109900|10920060029477|060920|1|Hcr20se06-85 1.txt|16|17|H6813|95|16|NA|Speaker|NA|NA|N/A
109900|10920060032330|060928|99|Hcr28se06pt2-80 1.txt|3520|3961|H7853-H7876|316|59|NA|Speaker|NA|NA|N/A
109900|10920060035600|060126|67|Scr26ja06-11 1.txt|5025|5025|S145-S207|44|7|NA|Speaker|NA|NA|N/A
109900|10920060035680|060126|2|Scr26ja06-12 1.txt|19|19|S207|35|6|NA|Speaker|NA|NA|N/A
109373|10920060039865|060314|95|Scr14mr06-135 1.txt|1592|1609|S2054-S2116|1141|206|ND|Kent Conrad|S|NA|Democratic
109242|10920060039870|060314|100|Scr14mr06-135 1.txt|1624|1626|S2054-S2116|192|33|MA|Edward Kennedy|S|NA|Democratic
109101|10920060041665|060329|41|Scr29mr06-173 1.txt|903|903|S2490-S2511|22|4|CT|Christopher Dodd|S|NA|Democratic
109011|10920060044295|060427|55|Scr27ap06-229 1.txt|1104|1104|S3639-S3692|38|7|AK|Ted Stevens|S|NA|Republican
109275|10920060045180|060502|127|Scr02my06-158 1.txt|2077|2082|S3864-S3890|350|71|MS|Thad Cochran|S|NA|Republican
109900|10920060046622|060510|2|Scr10my06-247 1.txt|19|19|S4379|35|6|NA|Speaker|NA|NA|N/A
109539|10920060046765|060511|115|Scr11my06-120 1.txt|5620|5632|S4385-S4447|737|143|WY|Michael Enzi|S|NA|Republican
109488|10920060049366|060524|307|Scr24my06-167 1.txt|4471|4484|S5062-S5107|851|157|TX|Kay Bailey Hutchison|S|NA|Republican
109285|10920060049563|060524|1|Scr24my06-169 1.txt|16|212|S5107-S5108|12718|2118|MO|Jim Talent|S|NA|Republican
109094|10920060050430|060606|9|Scr06jn06-154 1.txt|32|38|S5439-S5450|353|63|CO|Wayne Allard|S|NA|Republican
109175|10920060050483|060606|62|Scr06jn06-154 1.txt|1250|1266|S5439-S5450|1070|192|IL|Dick Durbin|S|NA|Democratic
109900|10920060051806|060614|186|Scr14jn06-138 1.txt|3526|3526|S5837-S5866|35|6|NA|Speaker|NA|NA|N/A
109130|10920060053508|060622|12|Scr22jn06-86 1.txt|333|359|S6324-S6401|1653|284|FL|Bill Nelson|S|NA|Democratic
109900|10920060056642|060720|109|Scr20jy06-106 1.txt|5401|5401|S7949-S8012|24|4|NA|Speaker|NA|NA|N/A
109011|10920060058302|060803|69|Scr03au06-15 1.txt|748|753|S8674-S8723|357|62|AK|Ted Stevens|S|NA|Republican
109011|10920060059891|060911|18|Scr11se06-22 1.txt|80|80|S9287-S9289|33|7|AK|Ted Stevens|S|NA|Republican
109454|10920060060242|060912|1|Scr12se06-196 1.txt|22|23|S9446|77|15|TN|Bill Frist|S|NA|Republican
109198|10920060060672|060914|165|Scr14se06-187 1.txt|2374|2375|S9582-S9617|67|12|KS|Pat Roberts|S|NA|Republican
109900|10920060061613|060921|2|Scr21se06-234 1.txt|27|27|S10003|35|6|NA|Speaker|NA|NA|N/A
109303|10920060063827|061114|31|Scr14no06-128 1.txt|664|733|S10889-S10908|4547|827|NH|Judd Gregg|S|NA|Republican
109303|10920060064814|061205|38|Scr05de06-242 1.txt|3963|3965|S11127-S11159|151|24|NH|Judd Gregg|S|NA|Republican
109401|10920060064841|061205|65|Scr05de06-242 1.txt|4328|4341|S11127-S11159|796|148|OK|Tom Coburn|S|NA|Republican
109454|10920060065322|061206|1|Scr06de06pt2-98 1.txt|16|18|S11376|199|31|TN|Bill Frist|S|NA|Republican
109009|10920060066102|061208|3|Scr08de06pt2-306 1.txt|27|128|S11802-S11803|6525|1003|AL|Jeff Sessions|S|NA|Republican
110900|11020070000677|070109|16|Hcr09ja07-81 1.txt|94|95|NONE|48|7|NA|Speaker|NA|NA|N/A
110137|11020070001689|070111|286|Hcr11ja07-83 1.txt|5848|5901|NONE|3613|591|IL|Janice D. Schakowsky|H|9|Democratic
110900|11020070001741|070111|1|Hcr11ja07-89 1.txt|10|11|NONE|91|16|NA|Speaker|NA|NA|N/A
110411|11020070001768|070112|2|Hcr12ja07-108 1.txt|12|160|NONE|9188|1504|VA|Frank R. Wolf|H|10|Republican
110054|11020070002794|070117|176|Hcr17ja07-92 1.txt|3694|3735|NONE|2616|434|CA|Lucille Roybal-Allard|H|34|Democratic
110046|11020070005980|070208|44|Hcr08fe07-38 1.txt|745|804|NONE|3736|666|CA|David Dreier|H|26|Republican
110282|11020070008049|070216|18|Hcr16fe07-50 1.txt|285|286|NONE|59|12|NY|Michael A. Arcuri|H|24|Democratic
110277|11020070008792|070301|41|Hcr01mr07-93 1.txt|1111|1136|NONE|1624|290|NY|John J. Hall|H|19|Democratic
110263|11020070010618|070313|17|Hcr13mr07-65 1.txt|382|391|NONE|589|107|NY|Gary L. Ackerman|H|5|Democratic
110376|11020070011441|070319|24|Hcr19mr07-106 1.txt|663|727|NONE|4053|774|TX|Michael K. Conaway|H|11|Republican
110122|11020070011598|070319|1|Hcr19mr07-87 1.txt|12|32|NONE|1218|217|GA|Phil Gingrey|H|11|Republican
110261|11020070013596|070327|22|Hcr27mr07-37 1.txt|594|595|NONE|59|11|NY|Peter T. King|H|3|Republican
110313|11020070013826|070328|17|Hcr28mr07-138 1.txt|563|565|NONE|116|19|OH|Betty Sutton|H|13|Democratic
110354|11020070014221|070328|124|Hcr28mr07-153 1.txt|3097|3212|NONE|7226|1289|SC|John M. Spratt Jr.|H|5|Democratic
110900|11020070017956|070501|1|Hcr01my07-151 1.txt|10|12|NONE|115|18|NA|Speaker|NA|NA|N/A
110015|11020070018939|070507|6|Hcr07my07-73 1.txt|73|108|NONE|2215|356|AZ|Raul M. Grijalva|H|7|Democratic
110261|11020070019768|070509|80|Hcr09my07-93 1.txt|6771|6775|NONE|213|36|NY|Peter T. King|H|3|Republican
110900|11020070019925|070509|44|Hcr09my07-98 1.txt|1558|1559|NONE|51|7|NA|Speaker|NA|NA|N/A
110431|11020070020212|070510|39|Hcr10my07pt2-10 1.txt|831|872|NONE|2646|488|WI|David R. Obey|H|7|Democratic
110058|11020070020789|070514|9|Hcr14my07-91 1.txt|350|413|NONE|4032|685|CA|Grace F. Napolitano|H|38|Democratic
110313|11020070021837|070517|3|Hcr17my07-100 1.txt|28|33|NONE|177|32|OH|Betty Sutton|H|13|Democratic
110208|11020070026238|070613|2|Hcr13jn07-79 1.txt|12|61|NONE|3075|551|MI|Thaddeus G. McCotter|H|11|Republican
110405|11020070028123|070620|12|Hcr20jn07-118 1.txt|303|306|NONE|79|13|VA|Randy J. Forbes|H|4|Republican
110081|11020070029617|070625|19|Hcr25jn07-87 1.txt|802|854|NONE|3471|637|CT|John B. Larson|H|1|Democratic
110144|11020070030353|070627|1|Hcr27jn07-29 1.txt|12|29|NONE|1083|187|IL|Phil Hare|H|17|Democratic
110418|11020070030737|070627|363|Hcr27jn07-47 1.txt|4936|4942|NONE|307|53|WA|Norman D. Dicks|H|6|Democratic
110274|11020070031433|070628|407|Hcr28jn07-116 1.txt|5630|5632|NONE|164|32|NY|Jose E. Serrano|H|16|Democratic
110900|11020070031782|070710|3|Hcr10jy07-67 1.txt|101|107|NONE|161|25|NA|Speaker|NA|NA|N/A
110184|11020070032600|070712|205|Hcr12jy07-61 1.txt|4228|4331|NONE|6612|1132|MD|Steny H. Hoyer|H|5|Democratic
110313|11020070032859|070712|19|Hcr12jy07-94 1.txt|636|637|NONE|102|20|OH|Betty Sutton|H|13|Democratic
110014|11020070034059|070718|343|Hcr18jy07-50 1.txt|11707|11726|NONE|1292|231|AZ|Jeff Flake|H|6|Republican
110383|11020070037180|070726|17|Hcr26jy07-87 1.txt|525|655|NONE|6171|979|TX|Sheila Jackson-Lee|H|18|Democratic
110900|11020070038115|070730|3|Hcr30jy07-48 1.txt|21|175|NONE|1754|292|NA|Speaker|NA|NA|N/A
110135|11020070038142|070730|1|Hcr30jy07pt2-13 1.txt|11|17|NONE|395|64|IL|Danny K. Davis|H|7|Democratic
110030|11020070040571|070802|34|Hcr02au07-96 1.txt|877|878|NONE|97|19|CA|Ellen O. Tauscher|H|10|Democratic
110167|11020070045189|070925|1|Hcr25se07-70 1.txt|12|18|NONE|167|27|KY|John A. Yarmuth|H|3|Democratic
110367|11020070046314|071002|7|Hcr02oc07-84 1.txt|154|202|NONE|2976|499|TX|Ted Poe|H|2|Republican
110220|11020070048811|071017|15|Hcr17oc07-100 1.txt|607|608|NONE|68|11|MN|James L. Oberstar|H|8|Democratic
110900|11020070052793|071106|1|Hcr06no07-141 1.txt|6|8|NONE|165|31|NA|Speaker|NA|NA|N/A
110416|11020070052808|071106|14|Hcr06no07-142 1.txt|375|379|NONE|160|27|WA|Doc Hastings|H|4|Republican
110390|11020070053193|071107|20|Hcr07no07-86 1.txt|514|551|NONE|2336|371|TX|Lloyd Doggett|H|25|Democratic
110190|11020070054875|071114|26|Hcr14no07-136 1.txt|896|897|NONE|65|12|MA|James P. McGovern|H|3|Democratic
110326|11020070055515|071115|2|Hcr15no07-187 1.txt|14|138|NONE|7967|1351|OR|Earl Blumenauer|H|3|Democratic
110126|11020070056676|071211|12|Hcr11de07-63 1.txt|422|422|NONE|50|10|HI|Mazie K. Hirono|H|2|Democratic
110304|11020070057359|071212|42|Hcr12de07-96 1.txt|907|928|NONE|1384|209|OH|Michael R. Turner|H|3|Republican
110900|11020070057506|071213|3|Hcr13de07-110 1.txt|17|456|NONE|126|23|NA|Speaker|NA|NA|N/A
110143|11020070057941|071217|7|Hcr17de07-47 1.txt|196|260|NONE|4098|704|IL|Donald A. Manzullo|H|16|Republican
110072|11020070059005|071219|36|Hcr19de07-263 1.txt|1209|1232|NONE|1521|246|CA|Ducan Hunter|H|52|Republican
110900|11020070059489|070109|14|Scr09ja07-128 1.txt|401|402|NONE|54|9|NA|Speaker|NA|NA|N/A
110900|11020070061551|070124|130|Scr24ja07-114 1.txt|2478|2478|NONE|30|5|NA|Speaker|NA|NA|N/A
110523|11020070062994|070201|8|Scr01fe07-120 1.txt|131|252|NONE|7806|1300|VT|Patrick J. Leahy|S|NA|Democratic
110519|11020070064298|070208|21|Scr08fe07-98 1.txt|263|263|NONE|31|6|TX|Kay Bailey Hutchison|S|NA|Republican
110900|11020070066264|070305|47|Scr05mr07-107 1.txt|1583|1583|NONE|41|7|NA|Speaker|NA|NA|N/A
110900|11020070068102|070315|10|Scr15mr07-156 1.txt|62|65|NONE|35|6|NA|Speaker|NA|NA|N/A
110900|11020070068813|070321|2|Scr21mr07-195 1.txt|17|17|NONE|35|6|NA|Speaker|NA|NA|N/A
110495|11020070070841|070328|447|Scr28mr07-200 1.txt|7835|7843|NONE|553|89|NM|Jeff Bingaman|S|NA|Democratic
110510|11020070070854|070328|460|Scr28mr07-200 1.txt|8010|8058|NONE|3148|539|PA|Robert P. Casey Jr.|S|NA|Democratic
110452|11020070071578|070411|98|Scr11ap07-17 1.txt|4424|4424|NONE|49|9|GA|Johnny Isakson|S|NA|Republican
110532|11020070072412|070418|10|Scr18ap07-150 1.txt|582|752|NONE|9814|1531|WI|Russ Feingold|S|NA|Democratic
110496|11020070073699|070426|43|Scr26ap07-158 1.txt|1080|1096|NONE|917|160|NM|Pete V. Domenici|S|NA|Republican
110464|11020070074822|070507|16|Scr07my07-136 1.txt|48|48|NONE|32|6|KS|Pat Roberts|S|NA|Republican
110501|11020070076723|070517|88|Scr17my07-127 1.txt|2865|2868|NONE|252|43|ND|Kent Conrad|S|NA|Democratic
110474|11020070077024|070521|1|Scr21my07-123 1.txt|10|12|NONE|150|27|MA|Edward M. Kennedy|S|NA|Democratic
110900|11020070079199|070606|417|Scr06jn07-202 1.txt|7641|7747|NONE|146|25|NA|Speaker|NA|NA|N/A
110900|11020070082412|070627|22|Scr27jn07-90 1.txt|995|995|NONE|19|3|NA|Speaker|NA|NA|N/A
110439|11020070083061|070629|4|Scr29jn07-79 1.txt|581|856|NONE|15060|2484|AZ|Jon Kyl|S|NA|Republican
110900|11020070083846|070712|1|Scr12jy07-103 1.txt|10|24|NONE|138|23|NA|Speaker|NA|NA|N/A
110482|11020070087073|070726|181|Scr26jy07-114 1.txt|1969|1971|NONE|134|23|MS|Thad Cochran|S|NA|Republican
110900|11020070087343|070726|451|Scr26jy07-114 1.txt|4555|4557|NONE|37|6|NA|Speaker|NA|NA|N/A
110510|11020070088836|070801|3|Scr01au07-140 1.txt|21|24|NONE|245|43|PA|Robert P. Casey Jr.|S|NA|Democratic
110900|11020070090953|070906|171|Scr06se07-150 1.txt|1837|1838|NONE|88|15|NA|Speaker|NA|NA|N/A
110439|11020070093099|070921|1|Scr21se07-20 1.txt|10|70|NONE|3814|594|AZ|Jon Kyl|S|NA|Republican
110437|11020070094826|071003|61|Scr03oc07-130 1.txt|578|579|NONE|80|15|AK|Ted Stevens|S|NA|Republican
110523|11020070095102|071003|29|Scr03oc07-133 1.txt|694|696|NONE|160|31|VT|Patrick J. Leahy|S|NA|Democratic
110523|11020070096131|071016|85|Scr16oc07-162 1.txt|1014|1019|NONE|183|34|VT|Patrick J. Leahy|S|NA|Democratic
110900|11020070096385|071018|2|Scr18oc07-111 1.txt|13|37|NONE|103|19|NA|Speaker|NA|NA|N/A
110489|11020070096899|071019|1|Scr19oc07-21 1.txt|10|12|NONE|172|28|NV|Harry Reid|S|NA|Democratic
110900|11020070097213|071023|66|Scr23oc07-149 1.txt|919|919|NONE|20|4|NA|Speaker|NA|NA|N/A
110900|11020070098562|071030|9|Scr30oc07-176 1.txt|285|286|NONE|36|6|NA|Speaker|NA|NA|N/A
110489|11020070098801|071101|1|Scr01no07-131 1.txt|10|95|NONE|5432|987|NV|Harry Reid|S|NA|Democratic
110900|11020070099117|071105|12|Scr05no07-146 1.txt|1753|1753|NONE|43|7|NA|Speaker|NA|NA|N/A
110463|11020070102229|071212|11|Scr12de07-147 1.txt|327|328|NONE|58|10|IA|Tom Harkin|S|NA|Democratic
110900|11020070102877|071213|47|Scr13de07-169 1.txt|544|545|NONE|49|8|NA|Speaker|NA|NA|N/A
110900|11020070103332|071214|64|Scr14de07-28 1.txt|2692|2692|NONE|25|4|NA|Speaker|NA|NA|N/A
110489|11020070103409|071214|5|Scr14de07-65 1.txt|16|17|NONE|89|15|NV|Harry Reid|S|NA|Democratic
110900|11020070103452|071217|22|Scr17de07-108 1.txt|1216|1217|NONE|80|12|NA|Speaker|NA|NA|N/A
110900|11020070103785|071218|83|Scr18de07-150 1.txt|2853|2853|NONE|39|7|NA|Speaker|NA|NA|N/A
110527|11020070103884|071218|13|Scr18de07-168 1.txt|244|508|NONE|7917|1319|WA|Patty Murray|S|NA|Democratic
110252|11020080001758|080206|8|Hcr06fe08-83 1.txt|308|308|NONE|45|9|NJ|Donald M. Payne|H|10|Democratic
110900|11020080002213|080212|1|Hcr12fe08-52 1.txt|10|13|NONE|144|28|NA|Speaker|NA|NA|N/A
110248|11020080004527|080305|157|Hcr05mr08-111 1.txt|5444|5444|NONE|44|9|NJ|Frank Pallone|H|6|Democratic
110383|11020080005578|080311|1|Hcr11mr08-78 1.txt|12|38|NONE|1738|303|TX|Sheila Jackson-Lee|H|18|Democratic
110332|11020080008153|080409|85|Hcr09ap08-115 1.txt|1513|1517|NONE|228|42|PA|Jason Altmire|H|4|Democratic
110107|11020080008344|080410|19|Hcr10ap08-110 1.txt|441|442|NONE|55|9|FL|Lincoln Diaz-Balart|H|21|Republican
110135|11020080008756|080414|4|Hcr14ap08-82 1.txt|55|57|NONE|126|22|IL|Danny K. Davis|H|7|Democratic
110535|11020080010639|080423|1|Hcr23ap08-147 1.txt|12|26|NONE|917|160|OH|Stephanie Tubbs Jones|H|11|Democratic
110900|11020080012207|080501|2|Hcr01my08-123 1.txt|13|15|NONE|89|15|NA|Speaker|NA|NA|N/A
110900|11020080012380|080505|16|Hcr05my08-67 1.txt|499|502|NONE|188|33|NA|Speaker|NA|NA|N/A
110184|11020080013086|080507|9|Hcr07my08-113 1.txt|148|148|NONE|37|9|MD|Steny H. Hoyer|H|5|Democratic
110358|11020080015575|080520|2|Hcr20my08-141 1.txt|12|84|NONE|4538|760|TN|John J. Duncan Jr.|H|2|Republican
110403|11020080016994|080522|245|Hcr22my08pt2-7 1.txt|9677|9689|NONE|776|127|VA|Thelma D. Drake|H|2|Republican
110292|11020080017026|080603|7|Hcr03jn08-102 1.txt|146|186|NONE|2574|444|NC|Virginia Foxx|H|5|Republican
110109|11020080019378|080611|33|Hcr11jn08-115 1.txt|790|845|NONE|3400|584|FL|Alcee L. Hastings|H|23|Democratic
110900|11020080019977|080612|65|Hcr12jn08-92 1.txt|1007|1008|NONE|91|15|NA|Speaker|NA|NA|N/A
110900|11020080020816|080618|1|Hcr18jn08-147 1.txt|10|11|NONE|92|16|NA|Speaker|NA|NA|N/A
110189|11020080021963|080624|6|Hcr24jn08-104 1.txt|98|139|NONE|2512|402|MA|Richard E. Neal|H|2|Democratic
110300|11020080023670|080708|9|Hcr08jy08-96 1.txt|355|426|NONE|4517|673|NC|Brad Miller|H|13|Democratic
110290|11020080024843|080714|2|Hcr14jy08-72 1.txt|12|169|NONE|4628|816|NC|Walter B. Jones|H|3|Republican
110257|11020080026275|080717|9|Hcr17jy08-99 1.txt|290|518|NONE|6544|1202|NM|Stevan Pearce|H|2|Republican
110221|11020080026936|080723|154|Hcr23jy08-106 1.txt|2543|2552|NONE|493|87|MS|Travis W. Childers|H|1|Democratic
110305|11020080029119|080730|9|Hcr30jy08-204 1.txt|468|468|NONE|25|4|OH|Jim Jordan|H|4|Republican
110401|11020080030755|080910|22|Hcr10se08-83 1.txt|611|613|NONE|126|23|VT|Peter Welch|H|1|Democratic
110900|11020080032361|080917|12|Hcr17se08-114 1.txt|165|166|NONE|83|15|NA|Speaker|NA|NA|N/A
110272|11020080033859|080923|88|Hcr23se08-46 1.txt|2232|2233|NONE|50|9|NY|Carolyn B. Maloney|H|14|Democratic
110275|11020080034994|080925|9|Hcr25se08-295 1.txt|376|437|NONE|3788|682|NY|Eliot L. Engel|H|17|Democratic
110107|11020080035515|080926|11|Hcr26se08-94 1.txt|306|335|NONE|1870|334|FL|Lincoln Diaz-Balart|H|21|Republican
110036|11020080036263|080927|6|Hcr27se08-258 1.txt|279|300|NONE|1279|208|CA|Zoe Lofgren|H|16|Democratic
110900|11020080042247|080303|32|Scr03mr08-64 1.txt|831|834|NONE|38|6|NA|Speaker|NA|NA|N/A
110900|11020080042887|080306|1|Scr06mr08-135 1.txt|10|11|NONE|58|9|NA|Speaker|NA|NA|N/A
110469|11020080042947|080306|18|Scr06mr08-140 1.txt|243|252|NONE|573|102|LA|David Vitter|S|NA|Republican
110501|11020080043231|080307|1|Scr07mr08-47 1.txt|13|1478|NONE|1286|177|ND|Kent Conrad|S|NA|Democratic
110900|11020080047359|080410|13|Scr10ap08-220 1.txt|74|77|NONE|35|6|NA|Speaker|NA|NA|N/A
110442|11020080047690|080416|13|Scr16ap08-154 1.txt|427|433|NONE|387|76|CA|Barbara Boxer|S|NA|Democratic
110900|11020080047890|080417|7|Scr17ap08-169 1.txt|68|72|NONE|37|6|NA|Speaker|NA|NA|N/A
110900|11020080048875|080429|6|Scr29ap08-177 1.txt|149|149|NONE|39|6|NA|Speaker|NA|NA|N/A
110481|11020080049791|080507|62|Scr07my08-178 1.txt|951|977|NONE|1484|261|MS|Roger F. Wicker|S|NA|Republican
110466|11020080050744|080514|14|Scr14my08-175 1.txt|661|663|NONE|135|24|KY|Mitch McConnell|S|NA|Republican
110509|11020080050955|080514|2|Scr14my08-179 1.txt|70|133|NONE|3984|637|PA|Arlen Specter|S|NA|Republican
110900|11020080051653|080520|8|Scr20my08-189 1.txt|565|566|NONE|40|6|NA|Speaker|NA|NA|N/A
110900|11020080052077|080522|6|Scr22my08-145 1.txt|157|158|NONE|36|6|NA|Speaker|NA|NA|N/A
110900|11020080054411|080612|5|Scr12jn08-184 1.txt|107|181|NONE|146|24|NA|Speaker|NA|NA|N/A
110900|11020080054728|080618|33|Scr18jn08-205 1.txt|1023|1026|NONE|25|4|NA|Speaker|NA|NA|N/A
110439|11020080058634|080721|11|Scr21jy08-42 1.txt|292|457|NONE|10489|1910|AZ|Jon Kyl|S|NA|Republican
110900|11020080058675|080721|2|Scr21jy08-64 1.txt|13|17|NONE|157|26|NA|Speaker|NA|NA|N/A
110489|11020080060845|080731|29|Scr31jy08-138 1.txt|437|442|NONE|308|61|NV|Harry Reid|S|NA|Democratic
110484|11020080061811|080909|2|Scr09se08-193 1.txt|347|347|NONE|53|11|MO|Christopher S. Bond|S|NA|Republican
110900|11020080062746|080916|4|Scr16se08-252 1.txt|19|20|NONE|36|6|NA|Speaker|NA|NA|N/A
