speakerID|speechID|date|num_order_within_file|file|line_start|line_end|page|char count|word count|state|name|chamber|district|party
108465|10820030028731|030904|356|Hcr04se03-70 1.txt|9723|9723|H7851-H7899|35|7|TX|Nicholas Lampson|H|9|Democratic
108225|10820030029109|030905|11|Hcr05se03-152 1.txt|81|86|H7993-H7994|317|61|MD|Steny Hoyer|H|5|Democratic
108123|10820030029328|030909|77|Hcr09se03-75 1.txt|1551|1583|H8023-H8053|1986|361|FL|Lincoln Diaz-Balart|H|21|Republican
108900|10820030029565|030909|1|Hcr09se03-95 1.txt|17|19|H8065-H8066|99|17|NA|Speaker|NA|NA|N/A
108377|10820030029806|030910|34|Hcr10se03-93 1.txt|764|766|H8122-H8167|130|22|OH|Michael Oxley|H|4|Republican
108900|10820030031886|030925|5|Hcr25se03-99 1.txt|45|47|H8916-H8922|90|15|NA|Speaker|NA|NA|N/A
108518|10820030034007|031015|13|Hcr15oc03-82 1.txt|345|345|H9387-H9391|38|6|WA|Norman Dicks|H|6|Democratic
108429|10820030039308|031118|9|Hcr18no03pt2-35 1.txt|240|243|H11500-H11503|135|23|RI|Patrick Kennedy|H|1|Democratic
108254|10820030040511|031121|11|Hcr21no03-106 1.txt|234|264|H12181-H12186|1892|326|MI|Sander Levin|H|12|Democratic
108900|10820030040797|031121|71|Hcr21no03-131 1.txt|1502|1504|H12247-H12297|117|16|NA|Speaker|NA|NA|N/A
108481|10820030041679|031208|16|Hcr08de03-95 1.txt|609|611|H12760-H12766|134|28|TX|Martin Frost|H|24|Democratic
108012|10820030042266|030109|1|Scr09ja03-66 1.txt|19|22|S175|207|35|AK|Ted Stevens|S|NA|Republican
108443|10820030043018|030115|3|Scr15ja03pt2-8 1.txt|29|31|S843|166|28|SD|Tom Daschle|S|NA|Democratic
108527|10820030043138|030116|115|Scr16ja03-14 1.txt|2227|2413|S999-S1064|11773|1950|WV|Robert Byrd|S|NA|Democratic
108173|10820030045412|030128|4|Scr28ja03-132 1.txt|107|119|S1505-S1506|723|132|IL|Dick Durbin|S|NA|Democratic
108432|10820030045434|030128|7|Scr28ja03-139 1.txt|125|139|S1643-S1646|959|167|RI|Jack Reed|S|NA|Democratic
108900|10820030046610|030210|2|Scr10fe03-18 1.txt|18|18|S2115|35|6|NA|Speaker|NA|NA|N/A
108241|10820030049751|030307|13|Scr07mr03-85 1.txt|159|381|S3358-S3365|13961|2388|MA|Edward Kennedy|S|NA|Democratic
108299|10820030050170|030311|43|Scr11mr03-115 1.txt|1383|1385|S3456-S3494|164|29|NV|Harry Reid|S|NA|Democratic
108082|10820030050436|030312|33|Scr12mr03-156 1.txt|999|1004|S3560-S3608|380|72|CA|Barbara Boxer|S|NA|Democratic
108527|10820030051001|030313|21|Scr13mr03-165 1.txt|1509|1510|S3678-S3693|70|13|WV|Robert Byrd|S|NA|Democratic
108011|10820030051785|030318|1|Scr18mr03-189 1.txt|16|18|S3910|162|26|AK|Lisa Murkowski|S|NA|Republican
108400|10820030052498|030319|7|Scr19mr03-171 1.txt|69|73|S4030-S4031|299|51|OK|Donald Nickles|S|NA|Republican
108496|10820030052929|030320|184|Scr20mr03-105 1.txt|3333|3417|S4075-S4107|5245|883|UT|Orrin Hatch|S|NA|Republican
108498|10820030053136|030320|162|Scr20mr03pt2-25 1.txt|3326|3386|S4109-S4152|3473|530|VT|James Jeffords|S|NA|Independent
108900|10820030055754|030402|196|Scr02ap03-129 1.txt|3209|3210|S4677-S4698|88|15|NA|Speaker|NA|NA|N/A
108392|10820030058757|030505|9|Scr05my03-42 1.txt|179|180|S5699-S5713|112|21|OH|Mike DeWine|S|NA|Republican
108268|10820030059881|030514|51|Scr14my03-140 1.txt|1422|1424|S6148-S6226|190|36|MN|Norm Coleman|S|NA|Republican
108900|10820030060218|030514|388|Scr14my03-140 1.txt|7041|7041|S6148-S6226|24|4|NA|Speaker|NA|NA|N/A
108900|10820030060841|030515|8|Scr15my03pt2-108 1.txt|58|61|S6567|35|6|NA|Speaker|NA|NA|N/A
108512|10820030061847|030520|14|Scr20my03-106 1.txt|67|67|S6644-S6657|4|1|VA|John Warner|S|NA|Republican
108512|10820030062392|030521|152|Scr21my03-182 1.txt|1759|1761|S6789-S6843|173|28|VA|John Warner|S|NA|Republican
108491|10820030064383|030604|3|Scr04jn03-152 1.txt|123|123|S7274-S7275|54|8|TX|John Cornyn|S|NA|Republican
108512|10820030064548|030604|7|Scr04jn03-163 1.txt|13245|13252|S7297-S7365|482|79|VA|John Warner|S|NA|Republican
108900|10820030065370|030610|75|Scr10jn03-149 1.txt|1741|1741|S7565-S7576|35|6|NA|Speaker|NA|NA|N/A
108369|10820030066611|030619|3|Scr19jn03-126 1.txt|28|64|S8256|1254|199|NC|Elizabeth Dole|S|NA|Republican
108274|10820030071721|030723|203|Scr23jy03-113 1.txt|3065|3065|S9748-S9788|48|9|MS|Thad Cochran|S|NA|Republican
108101|10820030074201|030731|2|Scr31jy03pt2-43 1.txt|50|387|S10605-S10608|18696|3151|DE|Joseph Biden|S|NA|Democratic
108303|10820030074289|030731|3|Scr31jy03pt2-78 1.txt|25|28|S10847|238|40|NH|John Sununu|S|NA|Republican
108269|10820030074823|030903|64|Scr03se03-104 1.txt|1482|1529|S11003-S11020|3077|534|MN|Mark Dayton|S|NA|Democratic
108900|10820030081469|031016|219|Scr16oc03pt2-40 1.txt|3852|3852|S12673-S12725|30|5|NA|Speaker|NA|NA|N/A
108407|10820030083268|031023|8|Scr23oc03-17 1.txt|54|54|S13071|26|4|OR|Ron Wyden|S|NA|Democratic
108022|10820030084908|031029|13|Scr29oc03-120 1.txt|692|692|S13484-S13509|38|7|AZ|John McCain|S|NA|Republican
108083|10820030085724|031030|1|Scr30oc03pt2-48 1.txt|16|149|S13651-S13652|7458|1269|CA|Dianne Feinstein|S|NA|Democratic
108302|10820030085922|031103|18|Scr03no03-14 1.txt|673|1460|S13751-S13784|50480|8105|NH|Judd Gregg|S|NA|Republican
108299|10820030088072|031110|80|Scr10no03-29 1.txt|5378|5437|S14287-S14334|2271|452|NV|Harry Reid|S|NA|Democratic
108512|10820030088323|031111|43|Scr11no03-19 1.txt|829|831|S14417-S14441|192|34|VA|John Warner|S|NA|Republican
108900|10820030089348|031112|317|Scr12no03pt2-5 1.txt|3448|3448|S14547-S14597|28|4|NA|Speaker|NA|NA|N/A
108427|10820030089391|031112|360|Scr12no03pt2-5 1.txt|5008|5012|S14547-S14597|260|47|PA|Rick Santorum|S|NA|Republican
108455|10820030091372|031121|3|Scr21no03-232 1.txt|29|31|S15508-S15509|189|33|TN|Bill Frist|S|NA|Republican
108900|10820030092179|031124|295|Scr24no03-8 1.txt|7073|7073|S15670-S15720|28|4|NA|Speaker|NA|NA|N/A
108285|10820030092510|031125|1|Scr25no03-63 1.txt|16|40|S15917-S15918|1513|262|MO|Kit Bond|S|NA|Republican
108519|10820040000062|040120|1|Hcr20ja04-92 1.txt|14|35|H5|1342|220|WA|Jim McDermott|H|7|Democratic
108037|10820040001786|040211|20|Hcr11fe04-70 1.txt|1036|1037|H495-H503|81|14|CA|Barbara Lee|H|9|Democratic
108413|10820040003017|040304|1|Hcr04mr04-76 1.txt|16|17|H842|118|21|PA|Jim Gerlach|H|6|Republican
108068|10820040003768|040310|12|Hcr10mr04-34 1.txt|262|296|H982-H985|2238|384|CA|Edward Royce|H|40|Republican
108227|10820040004033|040311|4|Hcr11mr04-142 1.txt|236|239|H1045-H1051|199|36|MD|Elijah Cummings|H|7|Democratic
108179|10820040004078|040311|9|Hcr11mr04-144 1.txt|163|193|H1051-H1057|1970|339|IN|Mike Pence|H|6|Republican
108180|10820040004140|040316|1|Hcr16mr04-102 1.txt|16|22|H1096|395|71|IN|Julia Carson|H|7|Democratic
108080|10820040004634|040317|120|Hcr17mr04-82 1.txt|2786|2800|H1142-H1202|921|160|CA|Duncan Hunter|H|52|Republican
108900|10820040004843|040318|1|Hcr18mr04-118 1.txt|16|18|H1310-H1317|152|25|NA|Speaker|NA|NA|N/A
108500|10820040005532|040324|57|Hcr24mr04-113 1.txt|1915|1945|H1451-H1466|2010|352|VA|Jo Ann Davis|H|1|Republican
108315|10820040005768|040324|38|Hcr24mr04-97 1.txt|2857|2920|H1395-H1413|3981|618|NJ|Rush Holt|H|12|Democratic
108515|10820040005797|040325|1|Hcr25mr04-13 1.txt|18|43|H1486|1637|232|WA|Brian Baird|H|3|Democratic
108458|10820040006573|040330|1|Hcr30mr04-80 1.txt|18|33|H1650|1000|172|TX|Sam Johnson|H|3|Republican
108446|10820040007428|040401|2|Hcr01ap04pt2-21 1.txt|18|75|H2038|3643|620|TN|John 'Jimmy' Duncan|H|2|Republican
108223|10820040007865|040402|3|Hcr02ap04-133 1.txt|44|44|H2122-H2123|43|7|MD|Ben Cardin|H|3|Democratic
108387|10820040008201|040421|3|Hcr21ap04-106 1.txt|37|74|H2211-H2213|2214|372|OH|Steven LaTourette|H|14|Republican
108403|10820040008841|040422|16|Hcr22ap04-201 1.txt|711|716|H2343-H2354|346|57|OR|Earl Blumenauer|H|3|Democratic
108900|10820040011246|040512|89|Hcr12my04-121 1.txt|2810|3252|H2838-H2853|131|24|NA|Speaker|NA|NA|N/A
108047|10820040012020|040517|10|Hcr17my04-73 1.txt|184|184|H3025-H3026|48|10|CA|George Radanovich|H|19|Republican
108040|10820040014517|040602|4|Hcr02jn04-194 1.txt|175|176|H3684-H3689|109|19|CA|Tom Lantos|H|12|Democratic
108245|10820040015135|040609|9|Hcr09jn04-68 1.txt|462|462|H3826-H3829|48|10|MI|Vernon Ehlers|H|3|Republican
108076|10820040015320|040609|179|Hcr09jn04-71 1.txt|3458|3459|H3829-H3869|79|13|CA|Christopher Cox|H|48|Republican
108900|10820040015594|040614|2|Hcr14jn04-117 1.txt|21|101|H3923-H3924|158|26|NA|Speaker|NA|NA|N/A
108900|10820040018119|040621|10|Hcr21jn04-61 1.txt|121|126|H4614-H4615|253|47|NA|Speaker|NA|NA|N/A
108358|10820040018261|040622|1|Hcr22jn04-112 1.txt|16|17|H4733|86|16|NC|Walter Jones|H|3|Republican
108296|10820040019087|040623|13|Hcr23jn04-70 1.txt|349|411|H4824-H4855|3974|653|NV|Jim Gibbons|H|2|Republican
108109|10820040020593|040706|1|Hcr06jy04-38 1.txt|18|33|H5166|979|172|FL|John Mica|H|7|Republican
108509|10820040021312|040707|108|Hcr07jy04-115 1.txt|3134|3135|H5284-H5306|80|15|VA|Frank Wolf|H|10|Republican
108018|10820040021335|040707|3|Hcr07jy04-117 1.txt|40|40|H5306-H5323|34|6|AZ|Jeff Flake|H|6|Republican
108900|10820040021926|040708|283|Hcr08jy04-99 1.txt|4042|4044|H5348-H5383|189|38|NA|Speaker|NA|NA|N/A
108401|10820040022908|040713|162|Hcr13jy04-45 1.txt|1561|1561|H5552-H5573|35|7|OR|David Wu|H|1|Democratic
108100|10820040023501|040714|3|Hcr14jy04-100 1.txt|187|189|H5775-H5777|184|29|DE|Michael Castle|H|At Large|Republican
108900|10820040024407|040715|125|Hcr15jy04-90 1.txt|3418|3419|H5851-H5875|55|9|NA|Speaker|NA|NA|N/A
108017|10820040024878|040719|8|Hcr19jy04-71 1.txt|142|146|H5935-H5936|293|53|AZ|J.D. Hayworth|H|5|Republican
108159|10820040026063|040721|32|Hcr21jy04-143 1.txt|865|985|H6525-H6536|7206|1223|IL|Danny Davis|H|7|Democratic
108900|10820040026206|040722|1|Hcr22jy04-36 1.txt|16|18|H6559|172|29|NA|Speaker|NA|NA|N/A
108900|10820040029237|040921|1|Hcr21se04-85 1.txt|16|22|H7257|416|72|NA|Speaker|NA|NA|N/A
108189|10820040031162|040928|41|Hcr28se04-84 1.txt|851|862|H7689-H7698|744|136|IA|Steve King|H|5|Republican
108034|10820040031403|040929|16|Hcr29se04-114 1.txt|268|269|H7806-H7808|79|16|CA|Lynn Woolsey|H|6|Democratic
108462|10820040032607|041005|3|Hcr05oc04-36 1.txt|324|327|H8069-H8073|196|33|TX|Joe Barton|H|6|Republican
108313|10820040033880|041006|10|Hcr06oc04pt2-47 1.txt|224|225|H8398-H8399|90|18|NJ|Donald Payne|H|10|Democratic
108488|10820040033943|041006|12|Hcr06oc04pt2-7 1.txt|189|204|H8274-H8276|968|173|TX|John Carter|H|31|Republican
108900|10820040034172|041007|126|Hcr07oc04pt2-111 1.txt|2920|2926|H8664-H8704|270|43|NA|Speaker|NA|NA|N/A
108367|10820040034470|041007|82|Hcr07oc04pt2-118 1.txt|2687|2742|H8828-H8851|3003|476|NC|Melvin Watt|H|12|Democratic
108249|10820040035247|041008|1|Hcr08oc04-86 1.txt|17|20|H9020-H9024|237|37|MI|Nick Smith|H|7|Republican
108111|10820040036030|041117|10|Hcr17no04-87 1.txt|222|228|H9870-H9872|291|55|FL|Michael Bilirakis|H|9|Republican
108129|10820040038188|040202|65|Scr02fe04-25 1.txt|1766|1784|S343-S360|1177|208|FL|Bob Graham|S|NA|Democratic
108098|10820040038195|040202|72|Scr02fe04-25 1.txt|1817|1817|S343-S360|11|2|CT|Christopher Dodd|S|NA|Democratic
108900|10820040038452|040204|63|Scr04fe04-126 1.txt|771|772|S549-S568|78|14|NA|Speaker|NA|NA|N/A
108022|10820040042174|040304|73|Scr04mr04-135 1.txt|1871|1882|S2188-S2210|729|120|AZ|John McCain|S|NA|Republican
108372|10820040044046|040311|354|Scr11mr04-167 1.txt|5187|5188|S2591-S2641|64|11|ND|Kent Conrad|S|NA|Democratic
108900|10820040046443|040331|73|Scr31mr04-126 1.txt|1959|1959|S3393-S3407|16|3|NA|Speaker|NA|NA|N/A
108148|10820040046925|040401|1|Scr01ap04-86 1.txt|16|55|S3564|2600|390|HI|Daniel Inouye|S|NA|Democratic
108190|10820040047602|040408|54|Scr08ap04-26 1.txt|1692|1701|S3968-S3996|620|100|IA|Charles Grassley|S|NA|Republican
108511|10820040049440|040429|6|Scr29ap04-72 1.txt|31|31|S4634-S4635|48|9|VA|George Allen|S|NA|Republican
108190|10820040050515|040505|9|Scr05my04-233 1.txt|65|68|S4920-S4921|215|37|IA|Charles Grassley|S|NA|Republican
108241|10820040051539|040513|69|Scr13my04-59 1.txt|2299|2299|S5394-S5451|37|6|MA|Edward Kennedy|S|NA|Democratic
108496|10820040052470|040519|4|Scr19my04-202 1.txt|319|448|S5800-S5808|8091|1265|UT|Orrin Hatch|S|NA|Republican
108900|10820040052901|040521|19|Scr21my04-129 1.txt|547|553|S6052-S6063|119|18|NA|Speaker|NA|NA|N/A
108455|10820040059017|040709|6|Scr09jy04-160 1.txt|25|25|S7901|5|2|TN|Bill Frist|S|NA|Republican
108900|10820040059215|040713|13|Scr13jy04-114 1.txt|1273|1273|S7952-S7962|25|4|NA|Speaker|NA|NA|N/A
108098|10820040059780|040715|84|Scr15jy04-147 1.txt|4883|4963|S8178-S8217|5001|826|CT|Christopher Dodd|S|NA|Democratic
108455|10820040060436|040721|8|Scr21jy04-225 1.txt|282|285|S8569-S8572|206|35|TN|Bill Frist|S|NA|Republican
108083|10820040061263|040908|5|Scr08se04-263 1.txt|114|117|S8928-S8929|153|25|CA|Dianne Feinstein|S|NA|Democratic
108900|10820040061958|040910|83|Scr10se04-67 1.txt|1550|1553|S9049-S9063|35|6|NA|Speaker|NA|NA|N/A
108353|10820040062251|040914|17|Scr14se04-109 1.txt|482|488|S9167-S9176|432|71|NY|Hillary Clinton|S|NA|Democratic
108098|10820040063412|040922|6|Scr22se04-197 1.txt|319|329|S9483-S9486|699|129|CT|Christopher Dodd|S|NA|Democratic
108219|10820040065556|041001|270|Scr01oc04-78 1.txt|7126|7135|S10197-S10252|608|107|ME|Susan Collins|S|NA|Republican
108393|10820040068027|041009|84|Scr09oc04-66 1.txt|1418|1452|S10900-S10910|2209|390|OH|George Voinovich|S|NA|Republican
108512|10820040068149|041009|13|Scr09oc04-76 1.txt|541|545|S10945-S10954|287|45|VA|John Warner|S|NA|Republican
108900|10820040068799|041011|67|Scr11oc04-301 1.txt|4445|4445|S11191-S11222|33|5|NA|Speaker|NA|NA|N/A
108900|10820040069453|041118|12|Scr18no04-251 1.txt|407|408|S11446-S11449|76|12|NA|Speaker|NA|NA|N/A
108900|10820040069773|041119|2|Scr19no04-109 1.txt|48|48|S11560-S11562|31|5|NA|Speaker|NA|NA|N/A
108538|10820040070374|041120|7|Scr20no04-297 1.txt|1726|1917|S11751-S11767|8261|1341|WI|Herb Kohl|S|NA|Democratic
109508|10920050001930|050209|35|Hcr09fe05-95 95.txt|1010|1099|H453-H471|4894|785|VA|Tom Davis|H|11|Republican
109142|10920050002544|050216|3|Hcr16fe05-75 75.txt|42|86|H643-H652|2821|482|GA|Phil Gingrey|H|11|Republican
109426|10920050003985|050309|11|Hcr09mr05-99 99.txt|734|765|H1218-H1224|2136|375|PA|Tim Murphy|H|18|Republican
109121|10920050004228|050310|10|Hcr10mr05-172 172.txt|475|554|H1343-H1349|4925|896|FL|Kendrick Meek|H|17|Democratic
109120|10920050004403|050314|27|Hcr14mr05-78 78.txt|803|803|H1388-H1394|48|10|FL|Mark Foley|H|16|Republican
109470|10920050004546|050315|1|Hcr15mr05-32 32.txt|16|18|H1436|175|31|TX|Rubén Hinojosa|H|15|Democratic
109121|10920050005129|050316|16|Hcr16mr05-124 124.txt|375|403|H1607-H1610|1740|320|FL|Kendrick Meek|H|17|Democratic
109531|10920050005722|050320|111|Hcr20mr05-30 30.txt|3356|3356|H1700-H1728|45|9|WI|Jim Sensenbrenner|H|5|Republican
109481|10920050005786|050405|1|Hcr05ap05-121 121.txt|18|41|H1738|1465|268|TX|Michael Burgess|H|26|Republican
109900|10920050009868|050503|8|Hcr03my05-91 91.txt|246|250|H2767-H2768|181|33|NA|Speaker|NA|NA|N/A
109900|10920050011855|050517|13|Hcr17my05-72 72.txt|431|438|H3383-H3405|323|54|NA|Speaker|NA|NA|N/A
109366|10920050012389|050519|36|Hcr19my05-76 76.txt|2339|2340|H3595-H3632|49|9|NC|Charles Taylor|H|11|Republican
109477|10920050012551|050519|2|Hcr19my05-84 84.txt|20|34|H3676-H3677|844|145|TX|Tom DeLay|H|22|Republican
109900|10920050013333|050524|4|Hcr24my05-98 98.txt|472|474|H3795-H3809|86|15|NA|Speaker|NA|NA|N/A
109900|10920050014415|050526|1|Hcr26my05-169 169.txt|13|75|H4136|3803|581|NA|Speaker|NA|NA|N/A
109900|10920050014495|050607|12|Hcr07jn05-71 71.txt|312|318|H4148-H4150|300|54|NA|Speaker|NA|NA|N/A
109419|10920050014617|050608|30|Hcr08jn05-103 103.txt|668|668|H4208-H4251|35|7|PA|Paul Kanjorski|H|11|Democratic
109507|10920050015553|050614|56|Hcr14jn05-114 114.txt|1136|1136|H4415-H4472|39|6|VA|Frank Wolf|H|10|Republican
109235|10920050016490|050616|21|Hcr16jn05-29 29.txt|752|799|H4567-H4580|3045|531|MA|Martin Meehan|H|5|Democratic
109041|10920050019656|050624|544|Hcr24jn05-128 128.txt|12461|12519|H5105-H5165|3712|600|CA|Pete Stark|H|13|Democratic
109037|10920050020481|050628|208|Hcr28jn05-118 118.txt|6424|6432|H5302-H5355|556|102|CA|Barbara Lee|H|9|Democratic
109900|10920050022004|050711|2|Hcr11jy05-72 72.txt|21|475|H5613-H5614|339|60|NA|Speaker|NA|NA|N/A
109451|10920050023084|050718|1|Hcr18jy05-50 50.txt|18|40|H5918-H5919|1402|234|TN|Marsha Blackburn|H|7|Republican
109064|10920050023990|050721|88|Hcr21jy05-78 78.txt|2521|2524|H6221-H6269|193|38|CA|Jane Harman|H|36|Democratic
109900|10920050024274|050721|65|Hcr21jy05-85 85.txt|4351|4791|H6293-H6309|131|24|NA|Speaker|NA|NA|N/A
109223|10920050025131|050726|90|Hcr26jy05-61 61.txt|4209|4363|H6477-H6509|7002|1094|MD|Ben Cardin|H|3|Democratic
109382|10920050029023|050922|41|Hcr22se05-87 87.txt|935|936|H8264-H8311|64|12|OH|John Boehner|H|8|Republican
109900|10920050029164|050926|2|Hcr26se05-24 24.txt|41|47|H8345-H8346|353|57|NA|Speaker|NA|NA|N/A
109061|10920050029699|050928|1|Hcr28se05-77 77.txt|18|35|H8394|1093|173|CA|Diane Watson|H|33|Democratic
109156|10920050032558|051026|16|Hcr26oc05-89 89.txt|632|679|H9259-H9266|2782|474|IL|Jesse Jackson|H|2|Democratic
109900|10920050034430|051107|4|Hcr07no05-54 54.txt|29|32|H9811|166|28|NA|Speaker|NA|NA|N/A
109295|10920050035052|051109|5|Hcr09no05-107 107.txt|832|904|H10074-H10081|4574|739|NV|Shelley Berkley|H|1|Democratic
109140|10920050035280|051109|1|Hcr09no05-119 119.txt|16|25|H10109|622|99|GA|Charles Norwood|H|9|Republican
109297|10920050039422|051214|3|Hcr14de05-137 137.txt|61|63|H11602-H11605|179|30|NV|Jon Porter|H|3|Republican
109082|10920050039861|051215|82|Hcr15de05-112 112.txt|1491|1492|H11845-H11858|69|13|CA|Duncan Hunter|H|52|Republican
109259|10920050043901|050214|27|Scr14fe05-36 36.txt|1184|2552|S1314-S1332|11930|1899|MI|Carl Levin|S|NA|Democratic
109900|10920050044192|050216|6|Scr16fe05-140 140.txt|184|184|S1456-S1457|22|4|NA|Speaker|NA|NA|N/A
109298|10920050044750|050302|3|Scr02mr05-132 132.txt|206|288|S1885-S1888|5244|929|NV|Harry Reid|S|NA|Democratic
109094|10920050045072|050303|32|Scr03mr05-122 122.txt|1536|1581|S1961-S1979|2423|409|CO|Wayne Allard|S|NA|Republican
109369|10920050045782|050308|3|Scr08mr05-127 127.txt|130|130|S2230-S2231|3|1|NC|Elizabeth Dole|S|NA|Republican
109206|10920050046496|050311|1|Scr11mr05-9 9.txt|16|45|S2505|1913|337|KY|Mitch McConnell|S|NA|Republican
109372|10920050046774|050315|125|Scr15mr05-70 70.txt|2922|2922|S2661-S2728|41|8|ND|Byron Dorgan|S|NA|Democratic
109900|10920050048326|050317|246|Scr17mr05pt2-124 124.txt|1963|1963|S2911-S2926|22|5|NA|Speaker|NA|NA|N/A
109400|10920050049816|050407|1|Scr07ap05-99 99.txt|16|327|S3346-S3349|15054|2472|OK|James Inhofe|S|NA|Republican
109230|10920050050456|050413|278|Scr13ap05-143 143.txt|4149|4149|S3513-S3548|19|4|MD|Barbara Mikulski|S|NA|Democratic
109154|10920050051360|050419|62|Scr19ap05-154 154.txt|961|972|S3865-S3884|734|142|ID|Larry Craig|S|NA|Republican
109900|10920050051365|050419|67|Scr19ap05-154 154.txt|1114|1115|S3865-S3884|45|8|NA|Speaker|NA|NA|N/A
109084|10920050053639|050428|181|Scr28ap05pt2-92 92.txt|4491|4554|S4481-S4527|3784|646|CA|Barbara Boxer|S|NA|Democratic
109085|10920050053989|050510|10|Scr10my05-136 136.txt|103|103|S4806-S4816|30|7|CA|Dianne Feinstein|S|NA|Democratic
109400|10920050054761|050512|255|Scr12my05-111 111.txt|6010|6011|S5014-S5062|59|12|OK|James Inhofe|S|NA|Republican
109900|10920050057046|050607|36|Scr07jn05-129 129.txt|2400|2400|S6129-S6146|35|6|NA|Speaker|NA|NA|N/A
109269|10920050057252|050608|1|Scr08jn05-176 176.txt|19|47|S6239|1826|280|MN|Norm Coleman|S|NA|Republican
109009|10920050057355|050609|51|Scr09jn05-149 149.txt|963|964|S6245-S6284|72|11|AL|Jeff Sessions|S|NA|Republican
109900|10920050057809|050614|9|Scr14jn05-151 151.txt|291|291|S6439-S6445|24|4|NA|Speaker|NA|NA|N/A
109355|10920050058259|050616|48|Scr16jn05-75 75.txt|1137|1182|S6671-S6711|2853|488|NY|Hillary Clinton|S|NA|Democratic
109520|10920050060367|050629|28|Scr29jn05-101 101.txt|267|271|S7588-S7597|89|14|WA|Patty Murray|S|NA|Democratic
109298|10920050060781|050630|31|Scr30jn05pt2-12 12.txt|1366|1374|S7787-S7797|347|59|NV|Harry Reid|S|NA|Democratic
109103|10920050060945|050630|92|Scr30jn05pt2-5 5.txt|5445|5503|S7697-S7739|3796|576|DE|Thomas Carper|S|NA|Democratic
109900|10920050061153|050701|4|Scr01jy05-109 109.txt|84|84|S7893-S7894|35|6|NA|Speaker|NA|NA|N/A
109900|10920050064879|050725|300|Scr25jy05-169 169.txt|4633|4636|S8772-S8803|89|13|NA|Speaker|NA|NA|N/A
109242|10920050065853|050728|10|Scr28jy05-76 76.txt|375|375|S9208-S9211|17|4|MA|Edward Kennedy|S|NA|Democratic
109454|10920050066117|050728|1|Scr28jy05-86 86.txt|16|29|S9246-S9249|870|159|TN|Bill Frist|S|NA|Republican
109900|10920050067121|050906|2|Scr06se05-157 157.txt|24|24|S9630|35|6|NA|Speaker|NA|NA|N/A
109900|10920050067886|050913|24|Scr13se05-132 132.txt|480|480|S9955-S9958|16|3|NA|Speaker|NA|NA|N/A
109028|10920050068477|050915|1|Scr15se05-194 194.txt|19|76|S10110-S10111|3809|690|AR|Blanche Lincoln|S|NA|Democratic
109103|10920050070202|050928|107|Scr28se05-159 159.txt|5047|5182|S10529-S10578|8781|1533|DE|Thomas Carper|S|NA|Democratic
109900|10920050070288|050928|7|Scr28se05-199 199.txt|522|1800|S10610-S10620|2742|387|NA|Speaker|NA|NA|N/A
109011|10920050070521|050929|7|Scr29se05-176 176.txt|371|371|S10702-S10705|33|7|AK|Ted Stevens|S|NA|Republican
109021|10920050071020|051005|47|Scr05oc05-19 19.txt|1794|1795|S11061-S11076|86|15|AZ|John McCain|S|NA|Republican
109526|10920050071161|051005|113|Scr05oc05-21 21.txt|4142|4142|S11077-S11120|35|8|WV|Robert Byrd|S|NA|Democratic
109370|10920050071955|051017|2|Scr17oc05-158 158.txt|120|2772|S11423-S11439|1428|121|NC|Richard Burr|S|NA|Republican
109154|10920050071958|051017|2|Scr17oc05-163 163.txt|36|62|S11442|1605|262|ID|Larry Craig|S|NA|Republican
109286|10920050072562|051020|15|Scr20oc05-146 146.txt|118|118|S11603-S11642|46|8|MO|Kit Bond|S|NA|Republican
109900|10920050073861|051026|195|Scr26oc05-110 110.txt|2709|2709|S11857-S11910|29|4|NA|Speaker|NA|NA|N/A
109900|10920050076570|051109|1|Scr09no05-168 168.txt|16|17|S12553|58|9|NA|Speaker|NA|NA|N/A
109900|10920050078871|051117|387|Scr17no05-101 101.txt|6470|6470|S13072-S13146|19|3|NA|Speaker|NA|NA|N/A
109022|10920050079199|051118|22|Scr18no05-215 215.txt|511|551|S13292-S13297|2582|473|AZ|Jon Kyl|S|NA|Republican
109242|10920050080002|051215|8|Scr15de05-146 146.txt|601|601|S13600-S13608|3|1|MA|Edward Kennedy|S|NA|Democratic
109432|10920050080651|051216|83|Scr16de05-95 95.txt|1871|1961|S13708-S13735|5944|967|RI|Jack Reed|S|NA|Democratic
109022|10920050082086|051221|12|Scr21de05pt2-8 8.txt|921|923|S14256-S14275|157|26|AZ|Jon Kyl|S|NA|Republican
109051|10920060002619|060308|82|Hcr08mr06-100 1.txt|1461|1468|H739-H758|444|74|CA|Lois Capps|H|23|Democratic
109307|10920060003478|060314|1|Hcr14mr06-77 1.txt|18|23|H888-H890|336|48|NJ|Christopher Smith|H|4|Republican
109365|10920060004024|060316|1|Hcr16mr06-28 1.txt|18|32|H1066|819|149|NC|Patrick Mchenry|H|10|Republican
109046|10920060004400|060328|11|Hcr28mr06-127 1.txt|286|306|H1137-H1139|1215|198|CA|Dennis Cardoza|H|18|Democratic
109053|10920060004833|060329|43|Hcr29mr06-104 1.txt|921|924|H1211-H1281|92|17|CA|Buck McKeon|H|25|Republican
109900|10920060005335|060330|1|Hcr30mr06-144 1.txt|17|37|H1375|59|9|NA|Speaker|NA|NA|N/A
109034|10920060007252|060426|4|Hcr26ap06-127 1.txt|23|95|H1820-H1821|4346|767|CA|Lynn Woolsey|H|6|Democratic
